year	category	nominee	title	winner	imdb_id	imdb_img	song_title
1952	Best Music, Scoring of a Dramatic or Comedy Picture	Franz Waxman	A Place in the Sun	True	nm0000077	https://m.media-amazon.com/images/M/MV5BYTE1ODQxZTQtZWIzNy00Njk2LTljNGItZWY2YWY4MGJlMzRlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1952	Best Music, Scoring of a Dramatic or Comedy Picture	Alex North	A Streetcar Named Desire	False	nm0006218	https://m.media-amazon.com/images/M/MV5BZGVlZWVjZDAtZjJiOS00Y2Y4LThhYTgtNmQ2MDVmOGRlYzhhXkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1952	Best Music, Scoring of a Dramatic or Comedy Picture	Alfred Newman	David and Bathsheba	False	nm0000055	https://m.media-amazon.com/images/M/MV5BZDAzNWEwNDctMzBiZS00NTY2LWIyOTMtNDVlYjVjMTFjNzYyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg	
1952	Best Music, Scoring of a Dramatic or Comedy Picture	Alex North	Death of a Salesman	False	nm0006218	https://m.media-amazon.com/images/M/MV5BZGVlZWVjZDAtZjJiOS00Y2Y4LThhYTgtNmQ2MDVmOGRlYzhhXkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1952	Best Music, Scoring of a Dramatic or Comedy Picture	Miklós Rózsa	Quo Vadis	False	nm0000067	https://m.media-amazon.com/images/M/MV5BNmFlZTNmNzYtMjgwMi00NTA3LTlmZTMtYmRlMTZlMGRiMGZmXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1952	Best Music, Scoring of a Musical Picture	Johnny Green	An American in Paris	True	nm0338004	https://m.media-amazon.com/images/M/MV5BNzk0MmVkYTAtMTFiYi00M2QzLWJhZjUtNWIwNzQ0NTc5MTQ5L2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1952	Best Music, Scoring of a Musical Picture	Saul Chaplin	An American in Paris	True	nm0006000	None	
1952	Best Music, Scoring of a Musical Picture	Oliver Wallace	Alice in Wonderland	False	nm0006337	https://m.media-amazon.com/images/M/MV5BZTFmY2Q3YzQtZDVhMS00NWNhLTk5MWItMTA0NTQ1ODA2OTQzL2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1952	Best Music, Scoring of a Musical Picture	Alfred Newman	On the Riviera	False	nm0000055	https://m.media-amazon.com/images/M/MV5BZDAzNWEwNDctMzBiZS00NTY2LWIyOTMtNDVlYjVjMTFjNzYyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg	
1952	Best Music, Scoring of a Musical Picture	Adolph Deutsch	Show Boat	False	nm0006037	https://m.media-amazon.com/images/M/MV5BMmEwN2I4YWYtNTA5My00Y2U5LTk0ODgtNDQ5NThhMjFjMzIwXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1952	Best Music, Scoring of a Musical Picture	Conrad Salinger	Show Boat	False	nm0758404	https://m.media-amazon.com/images/M/MV5BOTAzYzRhMGYtZTFhNS00NjlkLWJiNTktNTA3ZWMxMzU1MWI2XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1952	Best Music, Scoring of a Musical Picture	Peter Herman Adler	The Great Caruso	False	nm0012219	None	
1952	Best Music, Scoring of a Musical Picture	Johnny Green	The Great Caruso	False	nm0338004	https://m.media-amazon.com/images/M/MV5BNzk0MmVkYTAtMTFiYi00M2QzLWJhZjUtNWIwNzQ0NTc5MTQ5L2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1952	Best Picture	Arthur Freed	An American in Paris	True	nm0006085	https://m.media-amazon.com/images/M/MV5BNzk5NmQ3YzQtZGEzMy00NWE4LTgwMGEtMDNmNmUwMjM3ODNkXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_.jpg	
1952	Best Picture	George Stevens	A Place in the Sun	False	nm0828419	https://m.media-amazon.com/images/M/MV5BNTEzOTJkOWItMzY5NS00OGRhLWFhYmUtMzcxYzMzMzU2ZWExXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg	
1952	Best Picture	Charles K. Feldman	A Streetcar Named Desire	False	nm0271012	None	
1952	Best Picture	Anatole Litvak	Decision Before Dawn	False	nm0514822	https://m.media-amazon.com/images/M/MV5BMWViYjAyMmQtMmRhNS00NzAwLWE3ODEtNzZhMGRiYjVmZjZkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1952	Best Picture	Frank McCarthy	Decision Before Dawn	False	nm0565135	https://m.media-amazon.com/images/M/MV5BMWJhMzg5ZGItMzE4OC00MGRkLTlhMjQtOThlNzA4ZjM2OGIxL2ltYWdlXkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_.jpg	
1952	Best Picture	Sam Zimbalist	Quo Vadis	False	nm0956547	None	
1952	Best Short Subject, Cartoons	Fred Quimby	The Two Mouseketeers	True	nm0703642	None	
1952	Best Short Subject, Cartoons	Walt Disney	Lambert the Sheepish Lion	False	nm0000370	https://m.media-amazon.com/images/M/MV5BMjIxMTUyNjc5OF5BMl5BanBnXkFtZTcwMjMwNjYwNA@@._V1_.jpg	
1952	Best Short Subject, Cartoons	Stephen Bosustow	Rooty Toot Toot	False	nm0098322	None	
1952	Best Short Subject, One-reel	Robert Youngson	World of Kids	True	nm0950288	None	
1952	Best Short Subject, One-reel	Jack Eaton	Ridin' the Rails	False	nm0247827	None	
1952	Best Short Subject, One-reel	Robert G. Leffingwell	The Story of Time	False	nm0498984	None	
1952	Best Short Subject, Two-reel	Walt Disney	Nature's Half Acre	True	nm0000370	https://m.media-amazon.com/images/M/MV5BMjIxMTUyNjc5OF5BMl5BanBnXkFtZTcwMjMwNjYwNA@@._V1_.jpg	
1952	Best Short Subject, Two-reel	Tom Mead	Danger Under the Sea	False	nm0574931	None	
1952	Best Sound, Recording	Douglas Shearer	The Great Caruso	True	nm0790428	https://m.media-amazon.com/images/M/MV5BYmJjMWQxMTQtY2Q0Mi00YWI4LWE3MTItM2E4YzFjN2FhNGRlXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1952	Best Sound, Recording	Nathan Levinson	A Streetcar Named Desire	False	nm0506080	https://m.media-amazon.com/images/M/MV5BMjU0MDM2MTE0N15BMl5BanBnXkFtZTgwOTc5MDM1NzM@._V1_.jpg	
1952	Best Sound, Recording	Leslie I. Carey	Bright Victory	False	nm0136989	None	
1952	Best Sound, Recording	Gordon Sawyer	I Want You	False	nm0768167	None	
1952	Best Sound, Recording	John Aalberg	Two Tickets to Broadway	False	nm0007356	None	
1952	Best Writing, Motion Picture Story	Paul Dehn	Seven Days to Noon	True	nm0214989	None	
1952	Best Writing, Motion Picture Story	James Bernard	Seven Days to Noon	True	nm0002302	https://m.media-amazon.com/images/M/MV5BNmQzY2FkMWEtODE2Yi00ZjU2LWE1MWMtZmMxN2JkYTk5Y2FlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg	
1952	Best Writing, Motion Picture Story	Budd Boetticher	Bullfighter and the Lady	False	nm0091430	https://m.media-amazon.com/images/M/MV5BZjMxMDg2ZjUtNzQ4ZC00YTFmLWJmOGEtODZjNjM4NjZkNmZjXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1952	Best Writing, Motion Picture Story	Ray Nazarro	Bullfighter and the Lady	False	nm0623401	None	
1952	Best Writing, Motion Picture Story	Robert Riskin	Here Comes the Groom	False	nm0728307	https://m.media-amazon.com/images/M/MV5BMjRlNzIxMzctZDlhYi00NTc1LWJkMjUtMTgyMGIzY2RjZDUzXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg	
1952	Best Writing, Motion Picture Story	Liam O'Brien	Here Comes the Groom	False	nm0639676	None	
1952	Best Writing, Motion Picture Story	Alfred Hayes	Teresa	False	nm0370883	None	
1952	Best Writing, Motion Picture Story	Stewart Stern	Teresa	False	nm0827856	https://m.media-amazon.com/images/M/MV5BMTUwODg2NTkxOV5BMl5BanBnXkFtZTgwMTQyMTYzNDE@._V1_.jpg	
1952	Best Writing, Motion Picture Story	Oscar Millard	The Frogmen	False	nm0587743	None	
1952	Best Writing, Screenplay	Michael Wilson	A Place in the Sun	True	nm0933858	None	
1952	Best Writing, Screenplay	Harry Brown	A Place in the Sun	True	nm0113689	None	
1952	Best Writing, Screenplay	Tennessee Williams	A Streetcar Named Desire	False	nm0931783	https://m.media-amazon.com/images/M/MV5BODcxNDE1MjgxOV5BMl5BanBnXkFtZTgwMTcxOTE3MDI@._V1_.jpg	
1952	Best Writing, Screenplay	Philip Yordan	Detective Story	False	nm0948634	None	
1952	Best Writing, Screenplay	Robert Wyler	Detective Story	False	nm0943753	None	
1952	Best Writing, Screenplay	Jacques Natanson	La ronde	False	nm0622148	None	
1952	Best Writing, Screenplay	Max Ophüls	La ronde	False	nm0649097	https://m.media-amazon.com/images/M/MV5BNjBmNGZlMjMtNjA4NS00NTlkLWFhMjYtNjU5YjkyODg5YWQ2XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1952	Best Writing, Screenplay	James Agee	The African Queen	False	nm0012938	https://m.media-amazon.com/images/M/MV5BYTNjZDllZjUtNzU3My00NzI2LWJlNzAtZWVjZDEyODhhMWEyXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg	
1952	Best Writing, Screenplay	John Huston	The African Queen	False	nm0001379	https://m.media-amazon.com/images/M/MV5BMjI0OTcyMDcxMF5BMl5BanBnXkFtZTcwNDY0MjE3Mw@@._V1_.jpg	
1952	Best Writing, Story and Screenplay	Alan Jay Lerner	An American in Paris	True	nm0503585	https://m.media-amazon.com/images/M/MV5BZDFiNzc0NWYtZjJmMS00MTRkLWFiN2UtMzAzZDA0YTkzN2FlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg	
1952	Best Writing, Story and Screenplay	Billy Wilder	Ace in the Hole	False	nm0000697	https://m.media-amazon.com/images/M/MV5BMTA2MDc2MDIwMzFeQTJeQWpwZ15BbWU2MDA3MTg0Ng@@._V1_.jpg	
1952	Best Writing, Story and Screenplay	Lesser Samuels	Ace in the Hole	False	nm0760488	None	
1952	Best Writing, Story and Screenplay	Walter Newman	Ace in the Hole	False	nm0628305	None	
1952	Best Writing, Story and Screenplay	Philip Dunne	David and Bathsheba	False	nm0242897	None	
1952	Best Writing, Story and Screenplay	Robert Pirosh	Go for Broke!	False	nm0685265	https://m.media-amazon.com/images/M/MV5BMDEzMGNkODItMTMxMy00MDY4LTk1YmUtYzZjMGM3NzQxNzc0XkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1952	Best Writing, Story and Screenplay	Clarence Greene	The Well	False	nm0338707	None	
1952	Best Writing, Story and Screenplay	Russell Rouse	The Well	False	nm0745866	None	
1953	Best Actor in a Leading Role	Gary Cooper	High Noon	True	nm0000011	https://m.media-amazon.com/images/M/MV5BMTUyMjI1MDEyN15BMl5BanBnXkFtZTYwNzkwNjI2._V1_.jpg	
1953	Best Actor in a Leading Role	Alec Guinness	The Lavender Hill Mob	False	nm0000027	https://m.media-amazon.com/images/M/MV5BMTUyMjgzMjczOF5BMl5BanBnXkFtZTgwNzcyMzQyNDM@._V1_.jpg	
1953	Best Actor in a Leading Role	José Ferrer	Moulin Rouge	False	nm0001207	https://m.media-amazon.com/images/M/MV5BMTIwODAwMzM0M15BMl5BanBnXkFtZTYwNjc1MjI2._V1_.jpg	
1953	Best Actor in a Leading Role	Kirk Douglas	The Bad and the Beautiful	False	nm0000018	https://m.media-amazon.com/images/M/MV5BNzI4NjI4ZTYtYTlhZi00NDc1LWI2YWEtZGI2NDNhYTUzYWU5XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg	
1953	Best Actor in a Leading Role	Marlon Brando	Viva Zapata!	False	nm0000008	https://m.media-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1_.jpg	
1953	Best Actor in a Supporting Role	Anthony Quinn	Viva Zapata!	True	nm0000063	https://m.media-amazon.com/images/M/MV5BMTY2MTAxMzIxMV5BMl5BanBnXkFtZTYwODc3OTE2._V1_.jpg	
1953	Best Actor in a Supporting Role	Arthur Hunnicutt	The Big Sky	False	nm0402277	https://m.media-amazon.com/images/M/MV5BMDRkYzAxNjEtOGNjNS00OTg0LWJhYzYtM2RlOThiM2IwOTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg	
1953	Best Actor in a Supporting Role	Jack Palance	Sudden Fear	False	nm0001588	https://m.media-amazon.com/images/M/MV5BMTY5MDg1ODA4Ml5BMl5BanBnXkFtZTcwMTUxOTM0MQ@@._V1_.jpg	
1953	Best Actor in a Supporting Role	Richard Burton	My Cousin Rachel	False	nm0000009	https://m.media-amazon.com/images/M/MV5BNDYzNzE3NzI5N15BMl5BanBnXkFtZTYwNDg5OTI2._V1_.jpg	
1953	Best Actor in a Supporting Role	Victor McLaglen	The Quiet Man	False	nm0572142	https://m.media-amazon.com/images/M/MV5BMTgwNTYxNTcxNF5BMl5BanBnXkFtZTcwMDg1MTMxOA@@._V1_.jpg	
1953	Best Actress in a Leading Role	Shirley Booth	Come Back, Little Sheba	True	nm0095804	https://m.media-amazon.com/images/M/MV5BMTQxNzgyMjQ3Ml5BMl5BanBnXkFtZTcwNjA5MDMyOA@@._V1_.jpg	
1953	Best Actress in a Leading Role	Bette Davis	The Star	False	nm0000012	https://m.media-amazon.com/images/M/MV5BZmMzMjdlMTQtNmE5ZC00NDQyLTg5NzUtZWU1Njg5ZDkwNDc2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg	
1953	Best Actress in a Leading Role	Joan Crawford	Sudden Fear	False	nm0001076	https://m.media-amazon.com/images/M/MV5BMjMzNzQ5Mjg5MF5BMl5BanBnXkFtZTYwNTg0NDM2._V1_.jpg	
1953	Best Actress in a Leading Role	Julie Harris	The Member of the Wedding	False	nm0364915	https://m.media-amazon.com/images/M/MV5BMTkzODM1MjUwOV5BMl5BanBnXkFtZTcwMDY4NDgwMw@@._V1_.jpg	
1953	Best Actress in a Leading Role	Susan Hayward	With a Song in My Heart	False	nm0001333	https://m.media-amazon.com/images/M/MV5BMTI5MDAyODAzOF5BMl5BanBnXkFtZTYwNDUzMzQ2._V1_.jpg	
1953	Best Actress in a Supporting Role	Gloria Grahame	The Bad and the Beautiful	True	nm0002108	https://m.media-amazon.com/images/M/MV5BNWM3ZGEyZmItZDRmZC00ZTg0LWJiYjYtMzdkMjk2M2ZlODRmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg	
1953	Best Actress in a Supporting Role	Colette Marchand	Moulin Rouge	False	nm0545376	https://m.media-amazon.com/images/M/MV5BMTQ5MTY3OTIxOV5BMl5BanBnXkFtZTcwNTU0ODI1NA@@._V1_.jpg	
1953	Best Actress in a Supporting Role	Jean Hagen	Singin' in the Rain	False	nm0353405	https://m.media-amazon.com/images/M/MV5BMjA5MjMwMjQxNV5BMl5BanBnXkFtZTcwMjY2MzYwOA@@._V1_.jpg	
1953	Best Actress in a Supporting Role	Terry Moore	Come Back, Little Sheba	False	nm0601930	https://m.media-amazon.com/images/M/MV5BMjY5NjU3MTEyMV5BMl5BanBnXkFtZTgwMTY1NzQ2MDE@._V1_.jpg	
1953	Best Actress in a Supporting Role	Thelma Ritter	With a Song in My Heart	False	nm0728812	https://m.media-amazon.com/images/M/MV5BMTYzOTEyNTUxNV5BMl5BanBnXkFtZTcwNzAwNjYwNA@@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Black-and-White	Cedric Gibbons	The Bad and the Beautiful	True	nm0316539	https://m.media-amazon.com/images/M/MV5BYzM4MTkwMmMtNzYwMy00YzVhLWE1YjMtMWYyMjNhZDExMmM5XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Black-and-White	Edward C. Carfagno	The Bad and the Beautiful	True	nm0137063	https://m.media-amazon.com/images/M/MV5BNTU1MTk3MDUtZGIwYi00Y2NjLTgzODMtMmFhMDViNzg3MTZlXkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Black-and-White	Edwin B. Willis	The Bad and the Beautiful	True	nm0932320	https://m.media-amazon.com/images/M/MV5BMTQzNzg0MjI5N15BMl5BanBnXkFtZTcwMDc5MzYyMQ@@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Black-and-White	F. Keogh Gleason	The Bad and the Beautiful	True	nm0322294	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Hal Pereira	Carrie	False	nm0673134	https://m.media-amazon.com/images/M/MV5BYjE1MjkxMzMtNjFhMy00MTkzLTkwN2QtZjRmMDA2ZmNmNDJhXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Black-and-White	Roland Anderson	Carrie	False	nm0027380	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Emile Kuri	Carrie	False	nm0475689	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Lyle R. Wheeler	My Cousin Rachel	False	nm0923907	None	
1953	Best Art Direction-Set Decoration, Black-and-White	John DeCuir	My Cousin Rachel	False	nm0214043	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Walter M. Scott	My Cousin Rachel	False	nm0779898	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Takashi Matsuyama	Rashomon	False	nm0559688	None	
1953	Best Art Direction-Set Decoration, Black-and-White	H. Motsumoto	Rashomon	False	nm0609442	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Lyle R. Wheeler	Viva Zapata!	False	nm0923907	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Leland Fuller	Viva Zapata!	False	nm0298285	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Thomas Little	Viva Zapata!	False	nm0514673	None	
1953	Best Art Direction-Set Decoration, Black-and-White	Claude E. Carpenter	Viva Zapata!	False	nm0139304	None	
1953	Best Art Direction-Set Decoration, Color	Paul Sheriff	Moulin Rouge	True	nm0792293	None	
1953	Best Art Direction-Set Decoration, Color	Marcel Vertès	Moulin Rouge	True	nm0895057	None	
1953	Best Art Direction-Set Decoration, Color	Richard Day	Hans Christian Andersen	False	nm0206554	None	
1953	Best Art Direction-Set Decoration, Color	Antoni Clave	Hans Christian Andersen	False	nm0165385	None	
1953	Best Art Direction-Set Decoration, Color	Howard Bristol	Hans Christian Andersen	False	nm0109924	None	
1953	Best Art Direction-Set Decoration, Color	Cedric Gibbons	The Merry Widow	False	nm0316539	https://m.media-amazon.com/images/M/MV5BYzM4MTkwMmMtNzYwMy00YzVhLWE1YjMtMWYyMjNhZDExMmM5XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Color	Paul Groesse	The Merry Widow	False	nm0342904	None	
1953	Best Art Direction-Set Decoration, Color	Edwin B. Willis	The Merry Widow	False	nm0932320	https://m.media-amazon.com/images/M/MV5BMTQzNzg0MjI5N15BMl5BanBnXkFtZTcwMDc5MzYyMQ@@._V1_.jpg	
1953	Best Art Direction-Set Decoration, Color	Arthur Krams	The Merry Widow	False	nm0469735	None	
1953	Best Art Direction-Set Decoration, Color	Frank Hotaling	The Quiet Man	False	nm0396208	None	
1953	Best Art Direction-Set Decoration, Color	John McCarthy Jr.	The Quiet Man	False	nm0565042	None	
1953	Best Art Direction-Set Decoration, Color	Charles S. Thompson	The Quiet Man	False	nm0859962	None	
1953	Best Art Direction-Set Decoration, Color	Lyle R. Wheeler	The Snows of Kilimanjaro	False	nm0923907	None	
1953	Best Art Direction-Set Decoration, Color	John DeCuir	The Snows of Kilimanjaro	False	nm0214043	None	
1953	Best Art Direction-Set Decoration, Color	Thomas Little	The Snows of Kilimanjaro	False	nm0514673	None	
1953	Best Art Direction-Set Decoration, Color	Paul S. Fox	The Snows of Kilimanjaro	False	nm0289189	None	
1953	Best Cinematography, Black-and-White	Robert Surtees	The Bad and the Beautiful	True	nm0005892	https://m.media-amazon.com/images/M/MV5BMTQ5Mzk4OTI0NF5BMl5BanBnXkFtZTYwMTY2MjI2._V1_.jpg	
1953	Best Cinematography, Black-and-White	Joseph LaShelle	My Cousin Rachel	False	nm0005766	https://m.media-amazon.com/images/M/MV5BM2E1ZTlmZjEtMmZhNi00OTQxLTliYzgtNGY5ZjQ5NzU4YTQzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1953	Best Cinematography, Black-and-White	Virgil Miller	Navajo	False	nm0589489	None	
1953	Best Cinematography, Black-and-White	Charles Lang	Sudden Fear	False	nm0485702	https://m.media-amazon.com/images/M/MV5BMTk4OTMxMDQtMGQ0Yy00MGEyLWExNmQtZTY2NTAwMTMwYjNmXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1953	Best Cinematography, Black-and-White	Russell Harlan	The Big Sky	False	nm0005737	None	
1953	Best Cinematography, Color	Winton C. Hoch	The Quiet Man	True	nm0005743	https://m.media-amazon.com/images/M/MV5BMzM2YTE5NjgtZDE0OS00OGZlLTk4N2MtN2VlNGUxMjQ1MThhXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg	
1953	Best Cinematography, Color	Archie Stout	The Quiet Man	True	nm0005887	None	
1953	Best Cinematography, Color	Harry Stradling Sr.	Hans Christian Andersen	False	nm0005889	https://m.media-amazon.com/images/M/MV5BYWVlN2VhYTAtMzBhMS00ZDU2LWE0NDAtMmZiZmVlY2IyZTZkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg	
1953	Best Cinematography, Color	Freddie Young	Ivanhoe	False	nm0002875	https://m.media-amazon.com/images/M/MV5BM2JjNzE2MDMtNjQzMC00ZWYzLTkzMjgtNzExNjhmNWE2OWY3XkEyXkFqcGdeQXVyMTQxMjk0Mg@@._V1_.jpg	
1953	Best Cinematography, Color	George J. Folsey	Million Dollar Mermaid	False	nm0005706	https://m.media-amazon.com/images/M/MV5BNTc0ZWVmMWEtOTBkOC00N2YxLTg0YzUtOTY2NTNmODk0ZjllXkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1953	Best Cinematography, Color	Leon Shamroy	The Snows of Kilimanjaro	False	nm0005872	https://m.media-amazon.com/images/M/MV5BMTA2OTAyNzk0NDdeQTJeQWpwZ15BbWU4MDUzMTYwNTIx._V1_.jpg	
1953	Best Costume Design, Black-and-White	Helen Rose	The Bad and the Beautiful	True	nm0741423	https://m.media-amazon.com/images/M/MV5BM2MwNjNjM2UtMTIxOC00NzY4LWI5NWUtMTMyZWVkMzQzOGYzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg	
1953	Best Costume Design, Black-and-White	Jean Louis	Affair in Trinidad	False	nm0521872	https://m.media-amazon.com/images/M/MV5BYjAxYmUyMjItNGQ3Zi00YTI4LTkyODQtMTEzYzMyMWI4ZDQwXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg	
1953	Best Costume Design, Black-and-White	Edith Head	Carrie	False	nm0372128	https://m.media-amazon.com/images/M/MV5BNDk5YmVkOTktYzQzMi00MjM0LThhNjktMmRhMzhiYjI3NDkzXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_.jpg	
1953	Best Costume Design, Black-and-White	Charles Le Maire	My Cousin Rachel	False	nm0494406	https://m.media-amazon.com/images/M/MV5BNGM1NzYzNDYtYTViYi00ZmUxLWExYTUtNjNkMGFhOWJlNDc3XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1953	Best Costume Design, Black-and-White	Dorothy Jeakins	My Cousin Rachel	False	nm0419820	https://m.media-amazon.com/images/M/MV5BMTQ0NzY4ODAzNl5BMl5BanBnXkFtZTYwNzgwNjU2._V1_.jpg	
1953	Best Costume Design, Black-and-White	Sheila O'Brien	Sudden Fear	False	nm0639816	None	
1953	Best Costume Design, Color	Marcel Vertès	Moulin Rouge	True	nm0895057	None	
1953	Best Costume Design, Color	Antoni Clave	Hans Christian Andersen	False	nm0165385	None	
1953	Best Costume Design, Color	Mary Wills	Hans Christian Andersen	False	nm0932683	https://m.media-amazon.com/images/M/MV5BNDA0Njg3MjAtZTJhMS00OWE1LWJlNzEtZDEyMWYxMGVhMjljXkEyXkFqcGdeQXVyMjQwOTE1MzE@._V1_.jpg	
1953	Best Costume Design, Color	Barbara Karinska	Hans Christian Andersen	False	nm0439362	https://m.media-amazon.com/images/M/MV5BMzkwM2I2ZGItOGZmYi00ZjdiLThlYTctOTU1Yjc3MWIyNmM3XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1953	Best Costume Design, Color	Edith Head	The Greatest Show on Earth	False	nm0372128	https://m.media-amazon.com/images/M/MV5BNDk5YmVkOTktYzQzMi00MjM0LThhNjktMmRhMzhiYjI3NDkzXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_.jpg	
1953	Best Costume Design, Color	Dorothy Jeakins	The Greatest Show on Earth	False	nm0419820	https://m.media-amazon.com/images/M/MV5BMTQ0NzY4ODAzNl5BMl5BanBnXkFtZTYwNzgwNjU2._V1_.jpg	
1953	Best Costume Design, Color	Miles White	The Greatest Show on Earth	False	nm0925240	https://m.media-amazon.com/images/M/MV5BMTMwMTMyMDI3Ml5BMl5BanBnXkFtZTcwNDU0ODUyMQ@@._V1_.jpg	
1953	Best Costume Design, Color	Helen Rose	The Merry Widow	False	nm0741423	https://m.media-amazon.com/images/M/MV5BM2MwNjNjM2UtMTIxOC00NzY4LWI5NWUtMTMyZWVkMzQzOGYzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg	
1953	Best Costume Design, Color	Gile Steele	The Merry Widow	False	nm0824554	https://m.media-amazon.com/images/M/MV5BNWE3M2M2NDUtYjVjNy00MmU1LWJlNDYtMzZiM2I4ZGE2MTQ5XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1953	Best Costume Design, Color	Charles Le Maire	With a Song in My Heart	False	nm0494406	https://m.media-amazon.com/images/M/MV5BNGM1NzYzNDYtYTViYi00ZmUxLWExYTUtNjNkMGFhOWJlNDc3XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_.jpg	
1953	Best Director	John Ford	The Quiet Man	True	nm0000406	https://m.media-amazon.com/images/M/MV5BMTI5NDczOTUzMV5BMl5BanBnXkFtZTcwNDE3NDkwNA@@._V1_.jpg	
1953	Best Director	Cecil B. DeMille	The Greatest Show on Earth	False	nm0001124	https://m.media-amazon.com/images/M/MV5BMTIxOTYxMzY3N15BMl5BanBnXkFtZTYwMDgyNjI2._V1_.jpg	
1953	Best Director	Fred Zinnemann	High Noon	False	nm0003593	https://m.media-amazon.com/images/M/MV5BMjMyODc3MjM3OF5BMl5BanBnXkFtZTcwNzQwNTYyOA@@._V1_.jpg	
1953	Best Director	John Huston	Moulin Rouge	False	nm0001379	https://m.media-amazon.com/images/M/MV5BMjI0OTcyMDcxMF5BMl5BanBnXkFtZTcwNDY0MjE3Mw@@._V1_.jpg	
1953	Best Director	Joseph L. Mankiewicz	5 Fingers	False	nm0000581	https://m.media-amazon.com/images/M/MV5BMjA1MzMwMzEwNF5BMl5BanBnXkFtZTcwMTk5MjgyNw@@._V1_.jpg	
